a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.linkquality	a.linklowquality	a.commentsnotes	a.rank	m._domain_url	m._ql_title	m._unkvalue	m._control	m._ql_url
kaisa	24	24	60bdb4263dc526f978f395f675c5b4c8	1492http://www.nashville.gov/	2015-03-23	ql20150318	3	Topic too specific		2	http://www.nashville.gov/	Traffic	n1492	1492	http://circuitclerk.nashville.gov/traffic/
kaisa	24	24	6cf2182f37eb7bf4eb4c265bacc96cba	1493http://www.nashville.gov/	2015-03-23	ql20150318	2			3	http://www.nashville.gov/	Job Opportunities	n1493	1493	http://nashville.gov/Human-Resources/Employment-Opportunities.aspx
kaisa	24	24	717ec9966669610ede74e1409ae79a91	1494http://www.nashville.gov/	2015-03-23	ql20150318	2			4	http://www.nashville.gov/	Metro Departments	n1494	1494	http://nashville.gov/Services/Find-Metro-Departments.aspx
kaisa	24	24	93487ce072a93d3832134c62801a8473	1496http://www.nashville.gov/	2015-03-23	ql20150318	2			6	http://www.nashville.gov/	Parks And Recreation	n1496	1496	http://www.nashville.gov/Parks-and-Recreation.aspx
kaisa	24	24	a9cd36cf5a716b5d1bed2040b92245ad	1495http://www.nashville.gov/	2015-03-23	ql20150318	2			5	http://www.nashville.gov/	Calendar Of Events	n1495	1495	http://www.nashville.gov/News-Media/Calendar-of-Events.aspx
kaisa	24	24	b03c5387c51e24aff0348a981d401b9a	1490http://www.nashville.gov/	2015-03-23	ql20150318	5	404		0	http://www.nashville.gov/	Home	n1490	1490	http://ccc.nashville.gov/portal/page/portal/ccc/home/
kaisa	24	24	f332f4b0782ac59eac3148fd9728cb7f	1498http://www.nashville.gov/	2015-03-23	ql20150318	3	Topic too specific		8	http://www.nashville.gov/	Water Services	n1498	1498	http://www.nashville.gov/Water-Services.aspx
kaisa	25	25	39dd36a7b3f358e714987fc4cfe9719f	829http://www.airnewzealand.com/	2015-03-26	ql20150318	2			4	http://www.airnewzealand.com/	Help & Contact	n829	829	http://www.airnewzealand.com/help-and-contact
kaisa	25	25	4c2ed3be99ea9e1800b3af7ebbdbc8b9	826http://www.airnewzealand.com/	2015-03-26	ql20150318	3	Topic too specific		1	http://www.airnewzealand.com/	Baggage	n826	826	http://www.airnewzealand.com/baggage
kaisa	25	25	4df2923756b4157c0817ffd437b51221	831http://www.airnewzealand.com/	2015-03-26	ql20150318	2			6	http://www.airnewzealand.com/	Search For Flights	n831	831	https://flightbookings.airnewzealand.com/isbook_en_US/book/searchForFlights.do
kaisa	25	25	9a71f27ff8ddf7aa26d1d6aef49189bd	827http://www.airnewzealand.com/	2015-03-26	ql20150318	1			2	http://www.airnewzealand.com/	Flight Information	n827	827	http://www.airnewzealand.com/flight-info
kaisa	25	25	b2f0b5171f0348769c26dc6c2a03502b	825http://www.airnewzealand.com/	2015-03-26	ql20150318	2			0	http://www.airnewzealand.com/	Australia	n825	825	http://www.airnewzealand.com/airfare-deals-australia
kaisa	25	25	dd5d2cce89bbd04ddfd5008d93d66375	830http://www.airnewzealand.com/	2015-03-26	ql20150318	5	404		5	http://www.airnewzealand.com/	Arrivals And Departures	n830	830	http://www.ifids.airnewzealand.com/transform?transform=FISD&amp;cursite=www.airnz.com&amp;type=d&amp;range=a&amp;airportcode=LAX
kaisa	25	25	f69272772815e300299a0d4ff81cb786	828http://www.airnewzealand.com/	2015-03-26	ql20150318	2			3	http://www.airnewzealand.com/	Flights To New Zealand	n828	828	http://www.airnewzealand.com/flights-to-new-zealand
kaisa	28	28	08e5c14ca65203eda3ead07a4f9b7a5b	1913http://www.tdbank.com/	2015-03-24	ql20150318	2			3	http://www.tdbank.com/	Customer Service	n1913	1913	http://www.tdbank.com/customerservice/default.aspx
kaisa	28	28	2e3d4ec0df344d43d869440137ab23c5	1915http://www.tdbank.com/	2015-03-24	ql20150318	2			5	http://www.tdbank.com/	Account Login	n1915	1915	http://www.tdbank.com/net/accountlogin.aspx
kaisa	28	28	61a52c39d9018da074d39a173178c249	1912http://www.tdbank.com/	2015-03-24	ql20150318	3	Other	This info is ok to be found on the web site, no need for QL	2	http://www.tdbank.com/	Careers	n1912	1912	http://www.tdbank.com/careers/careers.html
kaisa	28	28	9d87ea4e93c0282b786301ad89e8bf6c	1910http://www.tdbank.com/	2015-03-24	ql20150318	1			0	http://www.tdbank.com/	Online Banking	n1910	1910	http://onlinebanking.tdbank.com/
kaisa	28	28	b4c135047380271edc8eff9bb7d761a7	1916http://www.tdbank.com/	2015-03-24	ql20150318	3	Topic too specific		6	http://www.tdbank.com/	Checking	n1916	1916	http://www.tdbank.com/personal/checking.html
kaisa	28	28	c62e65d96371637713528921fb2082e6	1914http://www.tdbank.com/	2015-03-24	ql20150318	2			4	http://www.tdbank.com/	Locations	n1914	1914	http://www.tdbank.com/net/absearch/
kaisa	28	28	fbbf44064953be8c2bd3cc0857bcd42e	1911http://www.tdbank.com/	2015-03-24	ql20150318	3	Other	This info is ok to be found on the web site, no need for QL	1	http://www.tdbank.com/	Online Banking/Online ...	n1911	1911	http://tdbank.com/personal/online_banking.html
kaisa	35	35	0cd52ba58570f2760366fbee1109e3dd	42http://backsplash.com/	2015-03-24	ql20150318	3	Topic too specific		2	http://backsplash.com/	Brick	n42	42	http://backsplash.com/category/brick-backsplash/
kaisa	35	35	18beee110b582eefa31274061ac91ff3	41http://backsplash.com/	2015-03-24	ql20150318	4	Topic too specific,Other	these are not for bathroom	1	http://backsplash.com/	Archives	n41	41	http://backsplash.com/category/bathroom-backsplash/
kaisa	35	35	39c79dcb75afd88a8ec12207f64f4c42	45http://backsplash.com/	2015-03-24	ql20150318	3	Topic too specific		5	http://backsplash.com/	Subway Tile	n45	45	http://backsplash.com/subway-tile-backsplash/
kaisa	35	35	5a1428c72706e9b23770bf28c6ad5e25	44http://backsplash.com/	2015-03-24	ql20150318	3	Topic too specific		4	http://backsplash.com/	Stone Ideas & Tiles	n44	44	http://backsplash.com/stone-backsplash-ideas-tiles/
kaisa	35	35	8156216e2e067ed1b729246f728f429a	43http://backsplash.com/	2015-03-24	ql20150318	2			3	http://backsplash.com/	Kitchen Ideas	n43	43	http://backsplash.com/kitchen-backsplash-ideas/
kaisa	35	35	8f36938276ad6aaed0a4d179ddcbf094	46http://backsplash.com/	2015-03-24	ql20150318	3	Topic too specific		6	http://backsplash.com/	White Tile Photos & Ideas	n46	46	http://backsplash.com/white-backsplash-tile-photos-ideas/
kaisa	35	35	a29078394763fbf231ba3cb1941a4611	40http://backsplash.com/	2015-03-24	ql20150318	3	Topic too specific		0	http://backsplash.com/	Black Countertop Ideas	n40	40	http://backsplash.com/black-countertop-backsplash-ideas/
kaisa	91	91	0706695637a873a8ef5fc55544b6e434	896http://www.autotrader.com/	2015-03-24	ql20150318	3	Topic too specific		4	http://www.autotrader.com/	New Cars	n896	896	http://autotrader.com/research/new-cars
kaisa	91	91	291e32eb38a2826875af034720b7fb82	898http://www.autotrader.com/	2015-03-24	ql20150318	3	Topic too specific		6	http://www.autotrader.com/	Used Cars	n898	898	http://www.autotrader.com/research/used-cars/index.jsp
kaisa	91	91	57da35b73c1f390072bcd77a6969127d	892http://www.autotrader.com/	2015-03-24	ql20150318	3	Topic too specific		0	http://www.autotrader.com/	Truck	n892	892	http://autotrader.com/car-news/trucks.xhtml
kaisa	91	91	bb5afb7a39df2339bccb2f28788c5a37	893http://www.autotrader.com/	2015-03-24	ql20150318	1			1	http://www.autotrader.com/	Cars For Sale	n893	893	http://autotrader.com/cars-for-sale
kaisa	91	91	d42d3181605a6db7f8a3d8efd86ad9ae	897http://www.autotrader.com/	2015-03-24	ql20150318	5	Other	QL candidate 6, same content than QL 5	5	http://www.autotrader.com/	Research New Cars	n897	897	http://autotrader.com/research/new-cars
kaisa	91	91	f1fcafc420faf59672e76f0d1b5db13e	894http://www.autotrader.com/	2015-03-24	ql20150318	5	Other	QL candidate 3 is similar content to QL 2	2	http://www.autotrader.com/	Find Cars for Sale	n894	894	http://autotrader.com/fyc
kaisa	91	91	fb543b426aeb68f287342950855881df	895http://www.autotrader.com/	2015-03-24	ql20150318	3	Topic too specific		3	http://www.autotrader.com/	Pre-owned	n895	895	http://autotrader.com/research/certified-cars
kaisa	104	104	3349e2dd52e594d9cb255bf0cddc7efe	982http://www.clubcar.com/	2015-03-26	ql20150318	3	Topic too specific		6	http://www.clubcar.com/	Xrtdealers	n982	982	http://xrtdealers.clubcar.com/
kaisa	104	104	441a667fcc3dc091094a9fc1420fab06	979http://www.clubcar.com/	2015-03-26	ql20150318	2			3	http://www.clubcar.com/	Utility 4x4	n979	979	http://www.clubcar.com/us/en/personal/utility-4x4.html
kaisa	104	104	63fd5e13e88293e6ae2839eb1583db12	980http://www.clubcar.com/	2015-03-26	ql20150318	3	Topic too specific		4	http://www.clubcar.com/	F.A.Q	n980	980	http://www.clubcar.com/us/en/resources/faq.html
kaisa	104	104	af98e6456d7d8560d1737f3ba5232c76	978http://www.clubcar.com/	2015-03-26	ql20150318	3	Topic too specific		2	http://www.clubcar.com/	Precedent I2	n978	978	http://www.clubcar.com/us/en/personal/golf-new/precedent-i2.html
kaisa	104	104	b2b0ea35ab9914db2aa08ce3ca7d4b7b	976http://www.clubcar.com/	2015-03-26	ql20150318	3	Topic too specific	This about us/history info does not need to be a QL.	0	http://www.clubcar.com/	History	n976	976	http://www.clubcar.com/us/en/about-us/history.html
kaisa	104	104	de7aa4c92eec49388205afc03148966e	981http://www.clubcar.com/	2015-03-26	ql20150318	3	Topic too specific		5	http://www.clubcar.com/	Parts And Services	n981	981	http://www.clubcar.com/us/en/resources/parts-and-service.html
kaisa	104	104	dea7cb0d3a8174f83864186479f2c93c	977http://www.clubcar.com/	2015-03-26	ql20150318	2			1	http://www.clubcar.com/	Personal	n977	977	http://www.clubcar.com/us/en/personal/golf-new.html
kaisa	133	133	0d27f00120151a07344119069f214f83	865http://www.andrewskurth.com/	2015-03-26	ql20150318	3	Topic too specific		3	http://www.andrewskurth.com/	Austin	n865	865	http://www.andrewskurth.com/locations-austin.html
kaisa	133	133	5ee8d1ed08dbd5bcef7514fd7a28d6a3	867http://www.andrewskurth.com/	2015-03-26	ql20150318	3	Topic too specific		5	http://www.andrewskurth.com/	Houston	n867	867	http://www.andrewskurth.com/locations-houston.html
kaisa	133	133	8dfc9cda90cfe1263b6d079f5ca88298	866http://www.andrewskurth.com/	2015-03-26	ql20150318	3	Topic too specific		4	http://www.andrewskurth.com/	Dallas	n866	866	http://www.andrewskurth.com/locations-dallas.html
kaisa	133	133	9594c8fdabe5c79b3255d70f1353fec5	868http://www.andrewskurth.com/	2015-03-26	ql20150318	1			6	http://www.andrewskurth.com/	Locations	n868	868	http://www.andrewskurth.com/locations.html
kaisa	133	133	a9259323ff559daf68c05034f631f7a5	863http://www.andrewskurth.com/	2015-03-26	ql20150318	2			1	http://www.andrewskurth.com/	Careers	n863	863	http://www.andrewskurth.com/careers.html
kaisa	133	133	be1c88dd5ada121a7a6ebeaae9e56d96	864http://www.andrewskurth.com/	2015-03-26	ql20150318	4	Topic too specific		2	http://www.andrewskurth.com/	Restaurant	n864	864	http://www.andrewskurth.com/industries-restaurant.html
kaisa	133	133	ee93a373875ab282c52816992dfafc38	862http://www.andrewskurth.com/	2015-03-26	ql20150318	2			0	http://www.andrewskurth.com/	People	n862	862	http://andrewskurth.com/people.html
kaisa	139	139	47cab59d8a6f1a9e5c62535d7e339e73	163http://deals.ebay.com/	2015-03-23	ql20150318	2			5	http://deals.ebay.com/	Fashion Deals	n163	163	http://deals.ebay.com/fashion-deals
kaisa	139	139	a64b3ad94a97fa9771fed5b71c407822	161http://deals.ebay.com/	2015-03-23	ql20150318	3	Other	no reason to be a QL.	3	http://deals.ebay.com/	Daily Blog	n161	161	http://deals.ebay.com/blog/
kaisa	139	139	b529c2a856768bcea312fa57264e8baf	164http://deals.ebay.com/	2015-03-23	ql20150318	2			6	http://deals.ebay.com/	Home Deals	n164	164	http://deals.ebay.com/home-deals
kaisa	139	139	b574a8af71313727cf2046edc8165e7f	166http://deals.ebay.com/	2015-03-23	ql20150318	2			8	http://deals.ebay.com/	Sign Up	n166	166	http://s.deals.ebay.com/subscribe.jsp
kaisa	139	139	bcfcf8e37e0f758949553e049dabc6fe	158http://deals.ebay.com/	2015-03-23	ql20150318	3	Other	LP similar to seed URL.	0	http://deals.ebay.com/	Best Of The Day - Plus ..	n158	158	http://deals.ebay.com/?_lk=1684
kaisa	139	139	ce10bd7d78b775adfcdbd3ff8efd554a	165http://deals.ebay.com/	2015-03-23	ql20150318	2		A message is displayed We don&#39;t have any deals in this category this hour. New deals gets added every hour, so do check back shortly. Meantime checkout top deals this hour. Not sure if this is a permanent message on the LP, if so this would not be a good QL.	7	http://deals.ebay.com/	Gift Cards	n165	165	http://deals.ebay.com/shop/gift-cards-deals
kaisa	139	139	eb146e41730bc86840be929cf9a9861e	162http://deals.ebay.com/	2015-03-23	ql20150318	3		LP similar to seed URL.	4	http://deals.ebay.com/	Daily Deals	n162	162	http://deals.ebay.com/deals
kaisa	139	139	ec2872e1fc6c0b433d07b7eba554e7be	159http://deals.ebay.com/	2015-03-23	ql20150318	3	Other	LP similar to seed URL.	1	http://deals.ebay.com/	Best Of The Day - Plus ...	n159	159	http://deals.ebay.com/?_lk=1684
kaisa	139	139	fa04062ba92eb6c8a6136de20cfb0fea	160http://deals.ebay.com/	2015-03-23	ql20150318	3	Other	LP similar to seed URL.	2	http://deals.ebay.com/	Is Offering Daily Sales	n160	160	http://deals.ebay.com/black-friday-cyber-monday
kaisa	140	140	1ea112dc884b95f8b9136018c01baa13	2232https://flipboard.com/	2015-03-26	ql20150318	5	404	empty page	5	https://flipboard.com/	Magazines	n2232	2232	https://flipboard.com/magazines/
kaisa	140	140	32d0b9e43303307f8e5a44b55487bc47	2228https://flipboard.com/	2015-03-26	ql20150318	3	Topic too specific		1	https://flipboard.com/	Terms Of Use	n2228	2228	http://flipboard.com/terms/
kaisa	140	140	467280d0229f5e3528fca7b112d6def3	2231https://flipboard.com/	2015-03-26	ql20150318	2			4	https://flipboard.com/	Accounts	n2231	2231	https://accounts.flipboard.com/
kaisa	140	140	5fde2ae7e4fc61866065d0f6b2f0ab0e	2227https://flipboard.com/	2015-03-26	ql20150318	3	Topic too specific		0	https://flipboard.com/	About Us	n2227	2227	http://flipboard.com/about/
kaisa	140	140	70b4a52d207e74db27e4d24c3886b359	2234https://flipboard.com/	2015-03-26	ql20150318	5		QL 3 and 8 are identical	7	https://flipboard.com/	Tutorial	n2234	2234	https://flipboard.com/tutorials/
kaisa	140	140	74078f898cf711b0125a27a42d5e9eef	2233https://flipboard.com/	2015-03-26	ql20150318	3	Topic too specific		6	https://flipboard.com/	Support	n2233	2233	https://flipboard.com/support/
kaisa	140	140	7d16e481c900433486bd8ce08d4ecf42	2229https://flipboard.com/	2015-03-26	ql20150318	2		QL 3 and 8 are identical	2	https://flipboard.com/	Tutorials	n2229	2229	http://tips.flipboard.com/2013/03/26/flipboard-user-guide/
kaisa	140	140	8cea82c9feabff80677578021d253afe	2230https://flipboard.com/	2015-03-26	ql20150318	5	404	empty page	3	https://flipboard.com/	Careers	n2230	2230	http://www.flipboard.com/jobs
kaisa	142	142	23ca4ad408c7aa1d7a84bd20c631b151	334http://live.irib.ir/	2015-03-24	ql20150318	5	Other	non-English	2	http://live.irib.ir/	Radio	n334	334	http://www1.live.irib.ir/web/live/radio
kaisa	142	142	2dcd00f2a9e61ad002973779743ac24d	337http://live.irib.ir/	2015-03-24	ql20150318	5	Other	non-English	5	http://live.irib.ir/	Khabar	n337	337	http://www1.live.irib.ir/web/live/tv/khabar
kaisa	142	142	5a3ab57b17a87c6ca7fea28189c5117c	336http://live.irib.ir/	2015-03-24	ql20150318	5	Other	non-English	4	http://live.irib.ir/	TV	n336	336	http://www1.live.irib.ir/web/live/tv
kaisa	142	142	6b859d8da636810b78fbf69ab8b6d6ef	335http://live.irib.ir/	2015-03-24	ql20150318	5	Other	non-English	3	http://live.irib.ir/	Ava	n335	335	http://www1.live.irib.ir/web/live/radio/ava
kaisa	142	142	96553cc6635b3301d0003c11d0b4dcd9	333http://live.irib.ir/	2015-03-24	ql20150318	5	Other	non-English	1	http://live.irib.ir/	Main	n333	333	http://www1.live.irib.ir/web/live/main
kaisa	142	142	a336febdf8ee9f4835d937d5c7cfea79	332http://live.irib.ir/	2015-03-24	ql20150318	5	Other	non-English	0	http://live.irib.ir/	Live	n332	332	http://live.irib.ir/web/live/
kaisa	142	142	e35eb41e436f4e8e01a2e1ce324a8c99	338http://live.irib.ir/	2015-03-24	ql20150318	5	Other	non-English	6	http://live.irib.ir/	Varzesh	n338	338	http://www1.live.irib.ir/web/live/tv/varzesh
kaisa	154	154	2eb308b6a3847a27570170235304483a	1321http://www.lansingburgh.org/	2015-03-26	ql20150318	5	404		2	http://www.lansingburgh.org/	Directory	n1321	1321	http://www.lansingburgh.org/directory/index.php
kaisa	154	154	3ce7bc8870c094bf19bc6941b4032f11	1324http://www.lansingburgh.org/	2015-03-26	ql20150318	5	404		5	http://www.lansingburgh.org/	Turnpike Elementary	n1324	1324	http://www.lansingburgh.org/tes/index.php
kaisa	154	154	635df913f5b40d91948009a05ba2c83f	1322http://www.lansingburgh.org/	2015-03-26	ql20150318	5	404		3	http://www.lansingburgh.org/	Employment	n1322	1322	http://www.lansingburgh.org/employment.php
kaisa	154	154	b8bf8c2fcf7645cc1554d0b40dd3f4ce	1325http://www.lansingburgh.org/	2015-03-26	ql20150318	5	404		6	http://www.lansingburgh.org/	Transportation	n1325	1325	http://www.lansingburgh.org/transportation/
kaisa	154	154	d8fc5973dacb4e18bcf29cb647a21bc2	1319http://www.lansingburgh.org/	2015-03-26	ql20150318	2			0	http://www.lansingburgh.org/	Calendar	n1319	1319	http://www.lansingburgh.org/Page/2
kaisa	154	154	da13655243c0d164156228b01182b860	1323http://www.lansingburgh.org/	2015-03-26	ql20150318	5	404		4	http://www.lansingburgh.org/	High School	n1323	1323	http://www.lansingburgh.org/index.php
kaisa	154	154	eaedeed33909d9bd45a59c436465cec6	1320http://www.lansingburgh.org/	2015-03-26	ql20150318	5	404		1	http://www.lansingburgh.org/	Directions	n1320	1320	http://www.lansingburgh.org/directions.php
kaisa	158	158	029b74dae857aad626a3f20f0c902955	1316http://www.lakesidebank.com/	2015-03-24	ql20150318	2			5	http://www.lakesidebank.com/	Contact Us	n1316	1316	http://www.lakesidebank.com/contact-us-main.html
kaisa	158	158	21c346b0c51a075be94d8b900009da1d	1313http://www.lakesidebank.com/	2015-03-24	ql20150318	2			2	http://www.lakesidebank.com/	Online	n1313	1313	http://lakesidebank.com/online-banking-main.html
kaisa	158	158	35ea0341f93c822430d3cc3635814eb2	1317http://www.lakesidebank.com/	2015-03-24	ql20150318	5		QL candidate 7 is similar to QL 1	6	http://www.lakesidebank.com/	Branch Locations	n1317	1317	https://www.lakesidebank.com/branch-locations-main.html
kaisa	158	158	3f2e8a52253a675b1e1f035df78d417f	1314http://www.lakesidebank.com/	2015-03-24	ql20150318	5	Other	QL candidate 4 is similar to QL 3	3	http://www.lakesidebank.com/	Online Banking	n1314	1314	http://lakesidebank.com/online-banking-main.html
kaisa	158	158	7cabacbd6af270e2e9b5145f4b2e9511	1311http://www.lakesidebank.com/	2015-03-24	ql20150318	1			0	http://www.lakesidebank.com/	Branch Locations	n1311	1311	http://lakesidebank.com/branch-locations-main.html
kaisa	158	158	81c32dd2e6ac64077e7a6ecc82270c42	1315http://www.lakesidebank.com/	2015-03-24	ql20150318	3	Topic too specific	info ok to be found on the web site.	4	http://www.lakesidebank.com/	Board Of Directors	n1315	1315	http://www.lakesidebank.com/about-us-board-of-directors.html
kaisa	158	158	a862a280d77832f546885ef7bc563f07	1318http://www.lakesidebank.com/	2015-03-24	ql20150318	3	Topic too specific		7	http://www.lakesidebank.com/	Trader Options	n1318	1318	https://www.lakesidebank.com/business-banking-trader-options-main.html
kaisa	158	158	b2d3e30678390ec6419d566879bcf205	1312http://www.lakesidebank.com/	2015-03-24	ql20150318	1			1	http://www.lakesidebank.com/	Mortgages	n1312	1312	http://lakesidebank.com/mortgages-main.html
kaisa	166	166	21b292215e0d6d2fc30eb28e964ee120	953http://www.carcarekiosk.com/	2015-03-26	ql20150318	3	Topic too specific		9	http://www.carcarekiosk.com/	Oldsmobile Alero 2000	n953	953	http://www.carcarekiosk.com/videos/Oldsmobile/Alero/2000
kaisa	166	166	3fedae1fb95faf053fd21f1930e0efc6	950http://www.carcarekiosk.com/	2015-03-26	ql20150318	3	Topic too specific		6	http://www.carcarekiosk.com/	Headlight	n950	950	http://www.carcarekiosk.com/video/2008_GMC_Sierra_1500_SLE_5.3L_V8_Crew_Cab_Pickup_(4_Door)/lights/headlight
kaisa	166	166	9468a3ae81620f7fe4677a16a9f174c2	946http://www.carcarekiosk.com/	2015-03-26	ql20150318	2			2	http://www.carcarekiosk.com/	Parts And Tools That ...	n946	946	http://www.carcarekiosk.com/parts-and-tools
kaisa	166	166	9ce1cda8be61e17fb71875840dc93a8a	952http://www.carcarekiosk.com/	2015-03-26	ql20150318	3	Topic too specific		8	http://www.carcarekiosk.com/	2010 Volkswagen Jetta	n952	952	http://www.carcarekiosk.com/video/2010_Volkswagen_Jetta_TDI_2.0L_4_Cyl._Turbo_Diesel_Sedan/fuse_interior/replace
kaisa	166	166	b703bd0b3ea84bd7ce285ba1fe7d9f99	949http://www.carcarekiosk.com/	2015-03-26	ql20150318	3	Topic too specific		5	http://www.carcarekiosk.com/	2008 Chevrolet Silverado ...	n949	949	http://www.carcarekiosk.com/video/2008_Chevrolet_Silverado_1500_LT_5.3L_V8_Extended_Cab_Pickup_(4_Door)/lights/headlight
kaisa	166	166	c1cb49b0153aec02b8829db516c9ab5a	944http://www.carcarekiosk.com/	2015-03-26	ql20150318	5		LP is in Spanish.	0	http://www.carcarekiosk.com/	Es	n944	944	http://es.carcarekiosk.com/
kaisa	166	166	c3a9d1118907cfb2131c1bba3a4b91bf	948http://www.carcarekiosk.com/	2015-03-26	ql20150318	3	Topic too specific		4	http://www.carcarekiosk.com/	2006 Ford F-150	n948	948	http://www.carcarekiosk.com/video/2006_Ford_F-150_XLT_5.4L_V8_Extended_Cab_Pickup_(4_Door)/fuse_interior/replace
kaisa	166	166	cfc67b4aa469ca9d083ede294831923e	951http://www.carcarekiosk.com/	2015-03-26	ql20150318	3	Topic too specific		7	http://www.carcarekiosk.com/	2010 Chevrolet Malibu	n951	951	http://www.carcarekiosk.com/video/2010_Chevrolet_Malibu_LT_2.4L_4_Cyl./lights/headlight
kaisa	166	166	f7c1dd1195d9fff14d0cd447298beab2	947http://www.carcarekiosk.com/	2015-03-26	ql20150318	3	Topic too specific		3	http://www.carcarekiosk.com/	2002 Ford Explorer	n947	947	http://www.carcarekiosk.com/video/2002_Ford_Explorer_XLT_4.0L_V6/fuse_interior/replace
kaisa	166	166	f8c8218d9e69812af9c2c38ab486cb48	945http://www.carcarekiosk.com/	2015-03-26	ql20150318	3	Topic too specific		1	http://www.carcarekiosk.com/	Maintenance	n945	945	http://www.carcarekiosk.com/maintenance/battery-replacement
kaisa	171	171	12f4913ee2669e326290857878e26fa6	2414https://www.fidelity.com/	2015-03-24	ql20150318	3	Other	info can be found on the web site, no QL needed	4	https://www.fidelity.com/	Careers	n2414	2414	http://jobs.fidelity.com/index.html
kaisa	171	171	6f844f640e4c327f77245e7df2940966	2410https://www.fidelity.com/	2015-03-24	ql20150318	3	Topic too specific		0	https://www.fidelity.com/	Stock Research	n2410	2410	http://eresearch.fidelity.com/eresearch/landing.jhtml
kaisa	171	171	858fc04848f981a7f77cc35f57ee58e9	2411https://www.fidelity.com/	2015-03-24	ql20150318	2			1	https://www.fidelity.com/	Customer Service	n2411	2411	http://fidelity.com/customer-service/overview
kaisa	171	171	ae8135fcc0755c741d9b617d1c36621c	2417https://www.fidelity.com/	2015-03-24	ql20150318	3	Topic too specific		7	https://www.fidelity.com/	529 College Savings	n2417	2417	https://www.fidelity.com/529-plans/overview
kaisa	171	171	b15d0ea3c1d5f465d6940ee3ce7a0be2	2415https://www.fidelity.com/	2015-03-24	ql20150318	1			5	https://www.fidelity.com/	Portfolio Log In	n2415	2415	https://scs.fidelity.com/customeronly/portfolio.shtml
kaisa	171	171	b4775fdf602e1fe75810e33af69de9cc	2412https://www.fidelity.com/	2015-03-24	ql20150318	3	Topic too specific		2	https://www.fidelity.com/	Mutual Funds	n2412	2412	http://fidelity.com/fund-screener/research.shtml
kaisa	171	171	b7a2cc77d997ad24709b048e1a5b3b1a	2413https://www.fidelity.com/	2015-03-24	ql20150318	2			3	https://www.fidelity.com/	Open An Account	n2413	2413	http://fidelity.com/goto/metrics/navbar/openacct/?bar=p
kaisa	171	171	d33ec70c3bcd40a55c79dc307dae5c57	2416https://www.fidelity.com/	2015-03-24	ql20150318	5	Other	QL candidate 7 is identical to QL 6	6	https://www.fidelity.com/	Portfolio Login	n2416	2416	https://scs.fidelity.com/customeronly/portfolio.shtml
kaisa	186	186	042dec119864653a65eef524903ba14d	643http://therealhousewivesblog.blogspot.com/	2015-03-24	ql20150318	3	Topic too specific,Time-sensitive		8	http://therealhousewivesblog.blogspot.com/	June	n643	643	http://therealhousewivesblog.blogspot.com/2014_06_01_archive.html
kaisa	186	186	054130b1de9dd4f8d02571b8af6193e7	639http://therealhousewivesblog.blogspot.com/	2015-03-24	ql20150318	3	Topic too specific,Time-sensitive		4	http://therealhousewivesblog.blogspot.com/	Crazy Kelly Bensimon ...	n639	639	http://therealhousewivesblog.blogspot.com/2012/05/crazy-kelly-bensimon-finally-takes.html
kaisa	186	186	234d913e9a58033caa58d811206f9f26	636http://therealhousewivesblog.blogspot.com/	2015-03-24	ql20150318	3	Topic too specific,Time-sensitive		1	http://therealhousewivesblog.blogspot.com/	Newer Post	n636	636	http://therealhousewivesblog.blogspot.com/2011/11/vicki-gunvalsons-daughter-briana.html
kaisa	186	186	2dc3b1963ec2489923769c868ec86f1b	640http://therealhousewivesblog.blogspot.com/	2015-03-24	ql20150318	3	Topic too specific,Time-sensitive		5	http://therealhousewivesblog.blogspot.com/	Teresa Apreas Husband ...	n640	640	http://therealhousewivesblog.blogspot.com/2014/08/teresa-apreas-husband-rino-allegedly.html
kaisa	186	186	4412939f2bacd79518ff5c36ba5e3388	637http://therealhousewivesblog.blogspot.com/	2015-03-24	ql20150318	3	Topic too specific,Time-sensitive		2	http://therealhousewivesblog.blogspot.com/	December	n637	637	http://therealhousewivesblog.blogspot.com/2011_12_01_archive.html
kaisa	186	186	5e4b175ab4f6feb7e288ad1f7627b49b	641http://therealhousewivesblog.blogspot.com/	2015-03-24	ql20150318	3	Topic too specific,Time-sensitive		6	http://therealhousewivesblog.blogspot.com/	Older Post	n641	641	http://therealhousewivesblog.blogspot.com/2014/12/ally-jill-zarins-daughter-joins-all.html
kaisa	186	186	75c200a3d509a9d8520d2d83a8d8899a	642http://therealhousewivesblog.blogspot.com/	2015-03-24	ql20150318	3	Topic too specific,Time-sensitive		7	http://therealhousewivesblog.blogspot.com/	February	n642	642	http://therealhousewivesblog.blogspot.com/2014_02_01_archive.html
kaisa	186	186	aa7f72e3d0dd7b6d266ffa03f8c5af86	635http://therealhousewivesblog.blogspot.com/	2015-03-24	ql20150318	3	Topic too specific,Time-sensitive		0	http://therealhousewivesblog.blogspot.com/	Kim Richards Takes Bikini ...	n635	635	http://therealhousewivesblog.blogspot.com/2011/06/kim-richards-takes-bikini-break-in.html
