m._domain_url	m._ql_url	m._ql_title	a.linkquality	a.linklowquality	a.titlequality	a.titlerewritten	a.qlreplacements
http://www8.receita.fazenda.gov.br/	http://www.receita.fazenda.gov.br/PessoaFisica/Restituicao/default.htm	Restituição <b>IRPF</b>	NJ		NJ		
http://www8.receita.fazenda.gov.br/	http://www.receita.fazenda.gov.br/Grupo2/Certidoes.htm	Certidão Negativa de Débitos	NJ		NJ		
http://www8.receita.fazenda.gov.br/	http://www.receita.fazenda.gov.br/atendvirtual/defaultAtendCertDigital.htm	Primeiro Acesso	NJ		NJ		
http://www8.receita.fazenda.gov.br/	http://www.receita.fazenda.gov.br/pessoajuridica/defaultconsultas.htm	Consultas	NJ		NJ		
http://www8.receita.fazenda.gov.br/	http://www.receita.fazenda.gov.br/PessoaJuridica/CNPJ/ConsulSitCadastralCNPJ.htm	Cnpj/Cgc	NJ		NJ		
https://translate.google.it/	http://translate.google.it/?hl=it&tab=TT	Traduttore	NJ		NJ		Google translate Italian
https://translate.google.it/	http://translate.google.it/?hl=en	<b>Google Translate</b>	Probably likely		Fair	Google Translate	Google translate Italian
https://translate.google.it/	http://translate.google.it/?tr=f&hl=it	<b>Traduci </b>UN Documento	NJ		NJ		Google translate Italian
https://translate.google.it/	http://news.google.it/	<b>Google </b>News	NJ		Fair		Google translate Italian
https://translate.google.it/	http://translate.google.it/?sl=it&tl=en	<b>Google Traduttore</b>	NJ		NJ		Google translate Italian
https://translate.google.it/	http://translate.google.it/?tr=t&hl=it	Annulla	NJ		NJ		Google translate Italian
http://atlanta.braves.mlb.com/index.jsp?c_id=atl	http://atlanta.braves.mlb.com/mlb/scoreboard/index.jsp?c_id=atl	Scoreboard	Very likely		Fair	Scores	Shop - /<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452343
http://atlanta.braves.mlb.com/index.jsp?c_id=atl	http://atlanta.braves.mlb.com/mlb/standings/?c_id=atl	Standings	Probably likely		Excellent		Shop - /<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452343
http://atlanta.braves.mlb.com/index.jsp?c_id=atl	http://atlanta.braves.mlb.com/news/index.jsp?c_id=atl	<b>News</b>	Very likely		Fair	News	Shop - /<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452343
http://atlanta.braves.mlb.com/index.jsp?c_id=atl	http://atlanta.braves.mlb.com/team/roster_active.jsp?c_id=atl	Roster	Very likely		Excellent		Shop - /<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452343
http://atlanta.braves.mlb.com/index.jsp?c_id=atl	http://atlanta.braves.mlb.com/schedule/index.jsp?c_id=atl	Schedule	Very likely		Excellent		Shop - /<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452343
http://atlanta.braves.mlb.com/index.jsp?c_id=atl	http://atlanta.braves.mlb.com/ticketing/index.jsp?c_id=atl	<b>Tickets</b>	Probably likely		Fair	Tickets	Shop - /<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452343
https://www.mobile.de/	http://suchen.mobile.de/fahrzeuge/lkw/	LKW & Nutzfahrzeuge	NJ		NJ		
https://www.mobile.de/	http://suchen.mobile.de/fahrzeuge/motorrad/	Motorräder	NJ		NJ		
https://www.mobile.de/	http://suchen.mobile.de/fahrzeuge/auto/	Pkw	NJ		NJ		
https://www.mobile.de/	http://www.mobile.de/modellverzeichnis/volkswagen/golf.html	VW Golf	NJ		NJ		
https://www.mobile.de/	http://www.mobile.de/modellverzeichnis/mercedes-benz/c-klasse.html	Mercedes C-Klasse	NJ		NJ		
https://www.mobile.de/	http://www.mobile.de/?lang=en	Search	NJ		NJ		
https://translate.google.com.br/	http://translate.google.com.br/?sl=en&tl=pt&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&text=&file=	<b>Google Translate</b>	NJ		Fair	Translate	
https://translate.google.com.br/	http://translate.google.com.br/translate_t	<b>Tradutor</b>	NJ		NJ		
https://translate.google.com.br/	http://translate.google.com.br/?hl=pt-BR&tl=pt	<b>Google Tradutor</b>	NJ		NJ		
https://translate.google.com.br/	http://translate.google.com.br/?hl=en&tab=wT	<b>Translate</b>	NJ		Fair	Translate	
https://translate.google.com.br/	http://translate.google.com.br/?tr=f&hl=pt-BR	Traduza Um Documento	NJ		NJ		
https://translate.google.com.br/	http://translate.google.com.br/?hl=es	Traductor De <b>Google</b>	NJ		NJ		
https://webmail.nc.rr.com/	http://selfcare.rr.com/index.cfm	Self Care	Definitely not likely	Other	Good		Feedback:/<br>/When I open the seed URL, I see no point in having a QL to the site. The page is a login page to a service that is unknown. Providing QL candidates for a page like that seems meaningless.
https://webmail.nc.rr.com/	http://help.rr.com/	Make <b>RR </b>My <b>Homepage</b>	NJ	404	NJ		Feedback:/<br>/When I open the seed URL, I see no point in having a QL to the site. The page is a login page to a service that is unknown. Providing QL candidates for a page like that seems meaningless.
https://webmail.nc.rr.com/	http://help.rr.com/AA/rrwho.aspx?resetDiv=true&ReturnUrl=%2fHMSLogic%2fmain_contentwell.aspx	Member Services	NJ	404	NJ		Feedback:/<br>/When I open the seed URL, I see no point in having a QL to the site. The page is a login page to a service that is unknown. Providing QL candidates for a page like that seems meaningless.
https://webmail.nc.rr.com/	https://webmail.nc.rr.com/?v=standard	Log <b>In</b>	Definitely not likely		Bad	seed URL and this QL are identical - cannot find a good QL name for it.	Feedback:/<br>/When I open the seed URL, I see no point in having a QL to the site. The page is a login page to a service that is unknown. Providing QL candidates for a page like that seems meaningless.
https://webmail.nc.rr.com/	http://help.rr.com/contactus/	Contact Us	NJ	404	NJ		Feedback:/<br>/When I open the seed URL, I see no point in having a QL to the site. The page is a login page to a service that is unknown. Providing QL candidates for a page like that seems meaningless.
https://webmail.nc.rr.com/	https://webmail.nc.rr.com/webmail.nc.rr.com?v=standard	<b>Mail</b>	NJ	404	NJ		Feedback:/<br>/When I open the seed URL, I see no point in having a QL to the site. The page is a login page to a service that is unknown. Providing QL candidates for a page like that seems meaningless.
https://ecampus.phoenix.edu/portal/portal/public/login.aspx	http://rfi.phoenix.edu/	Application Form	Probably likely		Bad	Learn about Phoenix	The seed URL does not really make any sense. It should be the main page for the University of Phoenix./<br>/http://www.phoenix.edu//<br>//<br>/Colleges & Schools, Degrees, admissions, Tuitions & Fees/<br>/http://www.phoenix.edu/colleges_divisions.html,/<br>/http://www.phoenix.edu/degrees.html,/<br>/http://www.phoenix.edu/admissions.html,/<br>/http://www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html
https://ecampus.phoenix.edu/portal/portal/public/login.aspx	https://faw.phoenix.edu/	Financial Aid <b>Web</b>	Probably not likely	Topic too specific	Bad	Financial Aid	The seed URL does not really make any sense. It should be the main page for the University of Phoenix./<br>/http://www.phoenix.edu//<br>//<br>/Colleges & Schools, Degrees, admissions, Tuitions & Fees/<br>/http://www.phoenix.edu/colleges_divisions.html,/<br>/http://www.phoenix.edu/degrees.html,/<br>/http://www.phoenix.edu/admissions.html,/<br>/http://www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html
https://ecampus.phoenix.edu/portal/portal/public/login.aspx	https://www.ecampus.phoenix.edu/tutorials.asp	Tutorials	NJ	404	NJ		The seed URL does not really make any sense. It should be the main page for the University of Phoenix./<br>/http://www.phoenix.edu//<br>//<br>/Colleges & Schools, Degrees, admissions, Tuitions & Fees/<br>/http://www.phoenix.edu/colleges_divisions.html,/<br>/http://www.phoenix.edu/degrees.html,/<br>/http://www.phoenix.edu/admissions.html,/<br>/http://www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html
https://ecampus.phoenix.edu/portal/portal/public/login.aspx	https://workshops.phoenix.edu/	Workshops	Definitely not likely	404,Time-sensitive	Good		The seed URL does not really make any sense. It should be the main page for the University of Phoenix./<br>/http://www.phoenix.edu//<br>//<br>/Colleges & Schools, Degrees, admissions, Tuitions & Fees/<br>/http://www.phoenix.edu/colleges_divisions.html,/<br>/http://www.phoenix.edu/degrees.html,/<br>/http://www.phoenix.edu/admissions.html,/<br>/http://www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html
https://ecampus.phoenix.edu/portal/portal/public/login.aspx	https://portal.phoenix.edu/	<b>Login</b>	Definitely not likely		Bad	seed URL and this QL are identical - cannot find a good QL name for it.	The seed URL does not really make any sense. It should be the main page for the University of Phoenix./<br>/http://www.phoenix.edu//<br>//<br>/Colleges & Schools, Degrees, admissions, Tuitions & Fees/<br>/http://www.phoenix.edu/colleges_divisions.html,/<br>/http://www.phoenix.edu/degrees.html,/<br>/http://www.phoenix.edu/admissions.html,/<br>/http://www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html
https://ecampus.phoenix.edu/portal/portal/public/login.aspx	https://mycampus.phoenix.edu/	Phoenixconnect	Definitely not likely	Low quality	Bad	seed URL and this QL are identical - cannot find a good QL name for it.	The seed URL does not really make any sense. It should be the main page for the University of Phoenix./<br>/http://www.phoenix.edu//<br>//<br>/Colleges & Schools, Degrees, admissions, Tuitions & Fees/<br>/http://www.phoenix.edu/colleges_divisions.html,/<br>/http://www.phoenix.edu/degrees.html,/<br>/http://www.phoenix.edu/admissions.html,/<br>/http://www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html
http://filelist.ro/	http://filelist.ro/rules.php	Rules	NJ		NJ		This is a Romanian website. The seed URL and all QL candidates are identical: the login page
http://filelist.ro/	http://filelist.ro/messages.php	Inbox	NJ		NJ		This is a Romanian website. The seed URL and all QL candidates are identical: the login page
http://filelist.ro/	http://filelist.ro/upload.php	Upload	NJ		NJ		This is a Romanian website. The seed URL and all QL candidates are identical: the login page
http://filelist.ro/	http://filelist.ro/login.php	<b>Login</b>	NJ		NJ		This is a Romanian website. The seed URL and all QL candidates are identical: the login page
http://filelist.ro/	http://filelist.ro/forums.php	Forums	NJ		NJ		This is a Romanian website. The seed URL and all QL candidates are identical: the login page
http://filelist.ro/	http://filelist.ro/browse.php	Browse Torrents	NJ		NJ		This is a Romanian website. The seed URL and all QL candidates are identical: the login page
https://www.uwm.edu/	http://www4.uwm.edu/life/athletics-fitness.cfm	Athletics & Fitness	Definitely not likely	Topic too specific	Good		Discover UWM, Academics, Student Life, Student Services, Contact/<br>//<br>/http://www4.uwm.edu/discover/,/<br>/http://www4.uwm.edu/academics/, /<br>/http://www4.uwm.edu/life/,/<br>/http://uwm.edu/onestop/,/<br>/http://www4.uwm.edu/contact/
https://www.uwm.edu/	https://pantherlink.uwm.edu/	<b>Email</b>	Definitely not likely		Bad	Intent of this QL is uclear	Discover UWM, Academics, Student Life, Student Services, Contact/<br>//<br>/http://www4.uwm.edu/discover/,/<br>/http://www4.uwm.edu/academics/, /<br>/http://www4.uwm.edu/life/,/<br>/http://uwm.edu/onestop/,/<br>/http://www4.uwm.edu/contact/
https://www.uwm.edu/	http://www4.uwm.edu/academics/programs.cfm	Academic <b>Programs</b>	Probably likely		Fair	Academic Programs	Discover UWM, Academics, Student Life, Student Services, Contact/<br>//<br>/http://www4.uwm.edu/discover/,/<br>/http://www4.uwm.edu/academics/, /<br>/http://www4.uwm.edu/life/,/<br>/http://uwm.edu/onestop/,/<br>/http://www4.uwm.edu/contact/
https://www.uwm.edu/	http://www4.uwm.edu/admission	Admission	Very likely		Excellent		Discover UWM, Academics, Student Life, Student Services, Contact/<br>//<br>/http://www4.uwm.edu/discover/,/<br>/http://www4.uwm.edu/academics/, /<br>/http://www4.uwm.edu/life/,/<br>/http://uwm.edu/onestop/,/<br>/http://www4.uwm.edu/contact/
https://www.uwm.edu/	https://paws.uwm.edu/	<b>PAWS</b>	Probably not likely	Topic too specific	Fair		Discover UWM, Academics, Student Life, Student Services, Contact/<br>//<br>/http://www4.uwm.edu/discover/,/<br>/http://www4.uwm.edu/academics/, /<br>/http://www4.uwm.edu/life/,/<br>/http://uwm.edu/onestop/,/<br>/http://www4.uwm.edu/contact/
https://www.uwm.edu/	http://www4.uwm.edu/admission/financialaid.cfm	Costs & Financial Aid	Definitely not likely	Topic too specific	Good		Discover UWM, Academics, Student Life, Student Services, Contact/<br>//<br>/http://www4.uwm.edu/discover/,/<br>/http://www4.uwm.edu/academics/, /<br>/http://www4.uwm.edu/life/,/<br>/http://uwm.edu/onestop/,/<br>/http://www4.uwm.edu/contact/
http://translate.google.pl/	http://books.google.pl/?hl=pl	Książki	NJ		NJ		
http://translate.google.pl/	http://translate.google.pl/?hl=en	Google Translate	NJ		NJ		
http://translate.google.pl/	http://translate.google.pl/?hl=pl&tab=TT	Tłumacz En <b>Pl</b>	NJ		NJ		
http://translate.google.pl/	http://maps.google.pl/maps	Mapy	NJ		NJ		
http://translate.google.pl/	http://translate.google.pl/?sl=pl&tl=en	<b>Tłumacz </b>Google	NJ		NJ		
http://translate.google.pl/	http://translate.google.pl/?tr=f&hl=pl	Przetłumacz Dokument	NJ		NJ		
https://philadelphia.phillies.mlb.com/index.jsp?c_id=phi	http://philadelphia.phillies.mlb.com/news/index.jsp?c_id=phi	News	Probably likely		Excellent		Please note: The seed URL is not opening (complains about untrusted connection etc. I used this URL http://philadelphia.phillies.mlb.com/index.jsp?c_id=phi to complete the judgements./<br>//<br>/Shop -/<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452362&source=PHI_HomePageTab
https://philadelphia.phillies.mlb.com/index.jsp?c_id=phi	http://philadelphia.phillies.mlb.com/schedule/index.jsp?c_id=phi	Schedule	Very likely		Excellent		Please note: The seed URL is not opening (complains about untrusted connection etc. I used this URL http://philadelphia.phillies.mlb.com/index.jsp?c_id=phi to complete the judgements./<br>//<br>/Shop -/<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452362&source=PHI_HomePageTab
https://philadelphia.phillies.mlb.com/index.jsp?c_id=phi	http://philadelphia.phillies.mlb.com/mlb/scoreboard/index.jsp?c_id=phi	Scoreboard	Very likely		Fair	Scores (this is the title they use on their website)	Please note: The seed URL is not opening (complains about untrusted connection etc. I used this URL http://philadelphia.phillies.mlb.com/index.jsp?c_id=phi to complete the judgements./<br>//<br>/Shop -/<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452362&source=PHI_HomePageTab
https://philadelphia.phillies.mlb.com/index.jsp?c_id=phi	http://philadelphia.phillies.mlb.com/phi/ballpark/index.jsp	Citizens Bank Park	Probably likely		Good		Please note: The seed URL is not opening (complains about untrusted connection etc. I used this URL http://philadelphia.phillies.mlb.com/index.jsp?c_id=phi to complete the judgements./<br>//<br>/Shop -/<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452362&source=PHI_HomePageTab
https://philadelphia.phillies.mlb.com/index.jsp?c_id=phi	http://philadelphia.phillies.mlb.com/team/roster_40man.jsp?c_id=phi	40-Man Roster	Very likely		Fair	Roster	Please note: The seed URL is not opening (complains about untrusted connection etc. I used this URL http://philadelphia.phillies.mlb.com/index.jsp?c_id=phi to complete the judgements./<br>//<br>/Shop -/<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452362&source=PHI_HomePageTab
https://philadelphia.phillies.mlb.com/index.jsp?c_id=phi	http://philadelphia.phillies.mlb.com/ticketing/index.jsp?c_id=phi	Tickets	Very likely		Excellent		Please note: The seed URL is not opening (complains about untrusted connection etc. I used this URL http://philadelphia.phillies.mlb.com/index.jsp?c_id=phi to complete the judgements./<br>//<br>/Shop -/<br>/http://shop.mlb.com/shop/index.jsp?categoryId=1452362&source=PHI_HomePageTab
https://book.goindigo.in/	http://getpacking.goindigo.in/Indigo.Client/Home1.aspx	Flight   Hotel	Probably likely		Bad	Holidays	Destinations, Route Map, Sign In/<br>/https://content.goindigo.in/Corporate/destinations,/<br>/https://content.goindigo.in/Corporate/route-map#content,/<br>/https://forever6e.goindigo.in/_layouts/15/CustomLogin/form/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,/<br>//<br>//<br>/A note: the QL candidates seem almost identical, also their urls. Without inputting data, I am not able to figure out if they are actually different
https://book.goindigo.in/	https://book.goindigo.in/CheckIn	Online Check <b>In</b>	Definitely not likely	Other	Bad	seed URL and QL are identical	Destinations, Route Map, Sign In/<br>/https://content.goindigo.in/Corporate/destinations,/<br>/https://content.goindigo.in/Corporate/route-map#content,/<br>/https://forever6e.goindigo.in/_layouts/15/CustomLogin/form/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,/<br>//<br>//<br>/A note: the QL candidates seem almost identical, also their urls. Without inputting data, I am not able to figure out if they are actually different
https://book.goindigo.in/	https://content.goindigo.in/	IndiGo	Definitely not likely	Other	Bad	seed URL and QL are identical	Destinations, Route Map, Sign In/<br>/https://content.goindigo.in/Corporate/destinations,/<br>/https://content.goindigo.in/Corporate/route-map#content,/<br>/https://forever6e.goindigo.in/_layouts/15/CustomLogin/form/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,/<br>//<br>//<br>/A note: the QL candidates seem almost identical, also their urls. Without inputting data, I am not able to figure out if they are actually different
https://book.goindigo.in/	http://book.goindigo.in/Flight/Select	<b>Flight </b>Status	Probably likely		Fair	Flight Status (do not bold title)	Destinations, Route Map, Sign In/<br>/https://content.goindigo.in/Corporate/destinations,/<br>/https://content.goindigo.in/Corporate/route-map#content,/<br>/https://forever6e.goindigo.in/_layouts/15/CustomLogin/form/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,/<br>//<br>//<br>/A note: the QL candidates seem almost identical, also their urls. Without inputting data, I am not able to figure out if they are actually different
https://book.goindigo.in/	http://book.goindigo.in/Booking/Retrieve	See/Change Bookings	Probably not likely	Other	Bad	This QL is just the top part of the seed URL, no added value	Destinations, Route Map, Sign In/<br>/https://content.goindigo.in/Corporate/destinations,/<br>/https://content.goindigo.in/Corporate/route-map#content,/<br>/https://forever6e.goindigo.in/_layouts/15/CustomLogin/form/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,/<br>//<br>//<br>/A note: the QL candidates seem almost identical, also their urls. Without inputting data, I am not able to figure out if they are actually different
https://book.goindigo.in/	https://content.goindigo.in/Information/ContactUs	Contact Us	Probably likely		Good		Destinations, Route Map, Sign In/<br>/https://content.goindigo.in/Corporate/destinations,/<br>/https://content.goindigo.in/Corporate/route-map#content,/<br>/https://forever6e.goindigo.in/_layouts/15/CustomLogin/form/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,/<br>//<br>//<br>/A note: the QL candidates seem almost identical, also their urls. Without inputting data, I am not able to figure out if they are actually different
http://zimbra.free.fr/	http://www.free.fr/adsl/pages/internet/connexion.html	Connexion	NJ		NJ		
http://zimbra.free.fr/	http://impimg.free.fr/zimbra/tuto.html	Cf Tutoriel	NJ		NJ		
http://zimbra.free.fr/	http://zimbra.free.fr/zimbra.pl	<b>Webmail Free Zimbra</b>	NJ		NJ		
http://zimbra.free.fr/	http://portail.free.fr/?bloc_webmail	Portail <b>Free</b>	NJ		NJ		
http://zimbra.free.fr/	http://www.free.fr/assistance/2424.html	<b>Zimbra</b>	NJ		NJ		
http://zimbra.free.fr/	http://portail.free.fr/	<b>Portail</b>	NJ		NJ		
https://translate.google.ro/	http://translate.google.ro/?tr=f&hl=ro	Traduceţi UN Document	NJ		NJ		Page in Romanian
https://translate.google.ro/	http://translate.google.ro/?hl=en	<b>Google Translate</b>	Probably likely		Fair		Page in Romanian
https://translate.google.ro/	http://translate.google.ro/?hl=ro&tab=TT	<b>Traducere</b>	NJ		NJ		Page in Romanian
https://translate.google.ro/	http://translate.google.ro/?hl=ro&eotf=0	Opreste <b>Traducere </b>Instant	NJ		NJ		Page in Romanian
https://translate.google.ro/	http://maps.google.ro/maps?hl=ro&tab=Tl	Hărți	NJ		NJ		Page in Romanian
https://translate.google.ro/	http://translate.google.ro/?hl=ro&tab=wT	<b>Google </b>Traducere	NJ		NJ		Page in Romanian
https://www.wsfa.com/	http://www.wsfa.com/weather	<b>Weather</b>	Very likely		Fair	Weather (do not use bold)	seed URL does not open/<br>//<br>/Sports/<br>/http://www.wsfa.com/category/1191/high-school-college-local-regional-state-sports
https://www.wsfa.com/	http://www.wsfa.com/category/210961/montgomery-news	Local-Local	Very likely		Bad	Local News	seed URL does not open/<br>//<br>/Sports/<br>/http://www.wsfa.com/category/1191/high-school-college-local-regional-state-sports
https://www.wsfa.com/	http://www.wsfa.com/link/306358/interactive-radar	Interactive Radar	Probably likely		Good		seed URL does not open/<br>//<br>/Sports/<br>/http://www.wsfa.com/category/1191/high-school-college-local-regional-state-sports
https://www.wsfa.com/	http://www.wsfa.com/category/1641/doppler-12-stormvision	Doppler 12 StormVision	Probably not likely	Topic too specific	Bad	Not sure what would be better QL name	seed URL does not open/<br>//<br>/Sports/<br>/http://www.wsfa.com/category/1191/high-school-college-local-regional-state-sports
https://www.wsfa.com/	http://www.wsfa.com/category/132512/obituaries	Obituaries	Probably not likely	Topic too specific	NJ	- keep timing out, title is ok	seed URL does not open/<br>//<br>/Sports/<br>/http://www.wsfa.com/category/1191/high-school-college-local-regional-state-sports
https://www.wsfa.com/	http://www.wsfa.com/category/1190/alabama-news	<b>NEWS</b>	Very likely		Fair	News	seed URL does not open/<br>//<br>/Sports/<br>/http://www.wsfa.com/category/1191/high-school-college-local-regional-state-sports
http://go.okstate.edu/	http://www.reslife.okstate.edu/	Residential Life	Probably not likely	Topic too specific	Good		Quicklinks for News, Academics, Student Life/<br>//<br>/http://news.okstate.edu/,/<br>/http://news.okstate.edu/index.php/academics,/<br>/http://news.okstate.edu/index.php/student-life
http://go.okstate.edu/	http://bursar.okstate.edu/	Bursar	Definitely not likely	Topic too specific	Good		Quicklinks for News, Academics, Student Life/<br>//<br>/http://news.okstate.edu/,/<br>/http://news.okstate.edu/index.php/academics,/<br>/http://news.okstate.edu/index.php/student-life
http://go.okstate.edu/	http://gradcollege.okstate.edu/	Graduate College	Very likely		Fair	Graduate Admissions (I would use this title to be consistent with Undergraduate Admissions QL title)	Quicklinks for News, Academics, Student Life/<br>//<br>/http://news.okstate.edu/,/<br>/http://news.okstate.edu/index.php/academics,/<br>/http://news.okstate.edu/index.php/student-life
http://go.okstate.edu/	http://prodosu.okstate.edu/	Student Self-Service (Sis)	Probably likely		Fair	Student Self-Service (SIS) - this is the title they use	Quicklinks for News, Academics, Student Life/<br>//<br>/http://news.okstate.edu/,/<br>/http://news.okstate.edu/index.php/academics,/<br>/http://news.okstate.edu/index.php/student-life
http://go.okstate.edu/	https://admissions.okstate.edu/	Undergraduate Admissions	Very likely		Excellent		Quicklinks for News, Academics, Student Life/<br>//<br>/http://news.okstate.edu/,/<br>/http://news.okstate.edu/index.php/academics,/<br>/http://news.okstate.edu/index.php/student-life
http://go.okstate.edu/	https://oc.okstate.edu/	Online Classroom (<b>D2l</b>)	Definitely not likely	Topic too specific	Fair	Online Classroom	Quicklinks for News, Academics, Student Life/<br>//<br>/http://news.okstate.edu/,/<br>/http://news.okstate.edu/index.php/academics,/<br>/http://news.okstate.edu/index.php/student-life
https://touch.gayromeo.com/	http://touch.gayromeo.com/	<b>GayRomeo </b>(Touch)	Definitely not likely	Other	Excellent		https://www.gayromeo.com/search/menu.user.php, https://www.gayromeo.com/search/menu.guide.php, https://www.gayromeo.com/search/?action=showForm&searchType=clubDetail, https://www.gayromeo.com/service/kontakthilfe/
https://touch.gayromeo.com/	http://www.gayromeo.com/00000000000000000000000000000000/search/index.php?action=execute&searchType=myVisitors	Recherche	Definitely not likely	Other	NJ		https://www.gayromeo.com/search/menu.user.php, https://www.gayromeo.com/search/menu.guide.php, https://www.gayromeo.com/search/?action=showForm&searchType=clubDetail, https://www.gayromeo.com/service/kontakthilfe/
https://touch.gayromeo.com/	http://www.gayromeo.com/?jump=escorts	Erados	Probably not likely		Bad	Plus Escorts	https://www.gayromeo.com/search/menu.user.php, https://www.gayromeo.com/search/menu.guide.php, https://www.gayromeo.com/search/?action=showForm&searchType=clubDetail, https://www.gayromeo.com/service/kontakthilfe/
https://touch.gayromeo.com/	http://www.gayromeo.com/search/?action=executePredefined&searchType=predefined&name=sm/dirty	Dirty	NJ	404	NJ		https://www.gayromeo.com/search/menu.user.php, https://www.gayromeo.com/search/menu.guide.php, https://www.gayromeo.com/search/?action=showForm&searchType=clubDetail, https://www.gayromeo.com/service/kontakthilfe/
https://touch.gayromeo.com/	http://www.gayromeo.com/?jump=youtube_open_letter	Regt Sich Aber Tierisch Auf	Definitely not likely		NJ		https://www.gayromeo.com/search/menu.user.php, https://www.gayromeo.com/search/menu.guide.php, https://www.gayromeo.com/search/?action=showForm&searchType=clubDetail, https://www.gayromeo.com/service/kontakthilfe/
https://touch.gayromeo.com/	http://www.gayromeo.com/00000000000000000000000000000000/main/logout/	planetromeo	Definitely not likely	Other	Fair	Logout	https://www.gayromeo.com/search/menu.user.php, https://www.gayromeo.com/search/menu.guide.php, https://www.gayromeo.com/search/?action=showForm&searchType=clubDetail, https://www.gayromeo.com/service/kontakthilfe/
http://www.gaybeastmovies.com/	http://www.gaybeastmovies.com/st/st.php?id=6457&x=678c517c2df349f62f4e3bbdd4ff92ec&url=http://www.gay-and-beast.com/gallery/61080/guy_and_female_donkey&p=80,70,50,0,80,75:3	Guy And Female Donkey	NJ	Other	NJ		
http://www.gaybeastmovies.com/	http://www.gaybeastmovies.com/scripts/out.php?trade=beastialitybookmarks.com	<b>Beastiality </b>Bookmarks	NJ	Other	NJ		
http://www.gaybeastmovies.com/	http://www.gaybeastmovies.com/scripts/out.php?trade=animal-pleasure.com	Animal Pleasure	NJ	Other	NJ		
http://www.gaybeastmovies.com/	http://www.gaybeastmovies.com/te3/out.php?id=cruelzoo.com	Cruel Zoo	NJ	Other	NJ		
http://www.gaybeastmovies.com/	http://www.gaybeastmovies.com/scripts/out.php?trade=animalpost.com	Animal Post	NJ	Other	NJ		
http://www.gaybeastmovies.com/	http://www.gaybeastmovies.com/st/st.php?id=168&x=18767ce3cadd1b1fb47730bd8d6c7701&url=http://www.woman-and-beast.com/gallery/9221/mounting&p=80,70,50,0,80,75:3	Mounting	NJ	Other	NJ		
http://zoosextv.com/	http://www.zoosextv.com/niches/comics-movies.html	Comics	NJ	Other	NJ		
http://zoosextv.com/	http://www.zoosextv.com/cats/teen_dog_sex/	Teen <b>Dog </b>Sex	NJ	Other	NJ		
http://zoosextv.com/	http://www.zoosextv.com/niches/machines-movies.html	Machines	NJ	Other	NJ		
http://zoosextv.com/	http://zoosextv.com/tube.php?video=9118895998	Groupon	NJ	Other	NJ		
http://zoosextv.com/	http://zoosextv.com/ftt2/o.php?l=top&perm=42	<b>Animal </b>Sex <b>Videos</b>	NJ	Other	NJ		
http://zoosextv.com/	http://www.zoosextv.com/cats/horse_sex/	Horse Sex	NJ	Other	NJ		
https://student.education2020.com/	http://learn.education2020.com/educator/	<b>Edgenuity for Educators</b>	Probably likely		Fair	Educators Log In	
https://student.education2020.com/	http://learn.education2020.com/family/	Edgenuity Family <b>Portal</b>	Probably not likely		Good		
https://student.education2020.com/	http://www.education2020.com/2020vision	About 20/20 Vision	NJ		NJ		
https://student.education2020.com/	http://learn.education2020.com/student/Default.aspx?OpenSession=true	<b>Edgenuity </b>for Students	Probably likely		Good		
https://student.education2020.com/	http://media.education2020.com/	Media.<b>Education2020</b>.<b>Com</b>	NJ		NJ		
https://student.education2020.com/	https://learn.education2020.com/student/	<b>Student LogIn</b>	Very likely		Fair	Student Log In	
http://pinkdino.com/	http://pinkdino.com/popular/Mature/1.html	<b>Mature</b>	Probably not likely		Good		
http://pinkdino.com/	http://pinkdino.com/popular/Mom/1.html	Mom	Probably not likely		Good		
